B part
 -19.44707   15.26309    0.00000    0.00000    4.23498    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000 
  15.26309  -30.27072    4.78186    5.11584    5.19393    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000 
   0.00000    4.78186   -9.81148    5.06882    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000 
   0.00000    5.11584    5.06882  -38.63517   21.57855    4.88951    0.00000    1.85550    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000 
   4.23498    5.19393    0.00000   21.57855  -35.52754    0.00000    0.00000    0.00000    0.00000    4.25745    0.00000    0.00000    0.00000    0.00000 
   0.00000    0.00000    0.00000    4.88951    0.00000  -19.54158    5.67698    9.08265    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000 
   0.00000    0.00000    0.00000    0.00000    0.00000    5.67698   -5.67698    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000 
   0.00000    0.00000    0.00000    1.85550    0.00000    9.08265    0.00000  -24.08507   10.36539    0.00000    0.00000    0.00000    0.00000    3.02905 
   0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   10.36539  -14.76834    0.00000    4.40294    0.00000    0.00000    0.00000 
   0.00000    0.00000    0.00000    0.00000    4.25745    0.00000    0.00000    0.00000    0.00000  -18.12098    4.09407    3.95621    6.10276    0.00000 
   0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    4.40294    4.09407   -8.49702    0.00000    0.00000    0.00000 
   0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    3.95621    0.00000   -6.20819    2.25197    0.00000 
   0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    6.10276    0.00000    2.25197  -10.66969    2.31496 
   0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    3.02905    0.00000    0.00000    0.00000    0.00000    2.31496   -5.34401 
